date,sales,expenses,marketing_spend,employee_count,seasonality,competition_level,customer_satisfaction,market_growth,profit
2021-02-01,18939.393702781512,10876.863121816672,1320.190576713538,5.0,0.5086709438521044,1,3.8373735464024774,0.8155155155155156,2742.340004251302
2021-02-02,20606.73217466267,12602.21818947571,1856.4714683760142,6.0,0.5234156073655503,3,3.4522765504062467,0.816016016016016,1348.042516810945
2021-02-03,20201.103143466753,12373.396965663365,1703.5145392480142,6.0,0.5380051715382996,3,2.1386673133700667,0.8165165165165166,1324.1916385553732
2021-02-04,20067.038652212825,12570.328145077134,2861.2455026288767,4.0,0.5524353131676196,3,2.852220131386173,0.817017017017017,1435.4650045068138
2021-02-05,21574.900984322074,14324.770610048783,1389.4681082240375,6.0,0.5667017562911176,1,3.6502402704340176,0.8175175175175176,1060.662266049253
2021-02-06,18575.3477063662,11341.416607409103,2462.204845469152,6.0,0.5808002734538009,3,2.8702607440104027,0.8180180180180181,-28.273746512055368
2021-02-07,16538.40015998226,9668.558283135604,2309.4410860579746,7.0,0.5947266869607634,2,3.662687567999014,0.8185185185185185,-1039.5992092113202
2021-02-08,19632.092031599124,11766.468062863476,1672.3399429116387,6.0,0.6084768701151261,5,4.045394727052114,0.8190190190190191,1393.2840258240094
2021-02-09,22140.823234482676,12399.955988245045,,8.0,0.6220467484408675,3,4.270002308640081,0.8195195195195195,2015.248146204107
2021-02-10,23583.522264414223,13802.756793104005,2655.366778979195,8.0,0.6354323008901774,4,2.5190565137498533,0.8200200200200201,725.398692331024
2021-02-11,19969.231488328085,11776.897673940299,1956.9756320137394,4.0,0.6486295610349814,3,5.0,0.8205205205205206,3035.358182374047
2021-02-12,22098.995067551776,12997.352841563768,1400.4698583216186,8.0,0.6616346182422783,1,4.1139834756433045,0.821021021021021,1301.1723676663887
2021-02-13,20327.287798378948,12272.550115044229,2192.17796831782,4.0,0.6744436188329455,5,3.498628677064749,0.8215215215215216,2662.5597150168987
2021-02-14,19236.016376082443,11130.399859458366,3140.734589896366,7.0,0.6870527672236669,2,4.371629266461312,0.822022022022022,-635.1180732722887
2021-02-15,21478.620151299812,13447.687424442121,1854.5425226030677,8.0,0.699458327051647,3,5.0,0.8225225225225226,-223.6097957453767
2021-02-16,21389.587812342266,12833.85621986446,2307.2699095689327,3.0,0.7116566222817746,3,2.3490239191545044,0.8230230230230231,3848.4616829088736
2021-02-17,19310.700319045154,11581.770030857786,978.4503039252779,7.0,0.7236440382959124,1,3.3197898860069173,0.8235235235235235,1150.4799842620905
2021-02-18,23368.62889780824,13857.229980428485,2515.7580749549893,6.0,0.7354170229639855,4,1.5972546721013372,0.8240240240240241,2195.6408424247675
2021-02-19,21587.307856707343,13029.980055953894,1444.4823277462447,5.0,0.7469720876965552,3,3.65412122611842,0.8245245245245245,3112.8454730072035
2021-02-20,20296.54124938793,12590.473881966574,1968.1769302583155,9.0,0.7583058084785624,2,3.792315393540113,0.8250250250250251,-1462.1095628369594
2021-02-21,21308.59867118959,12351.594094858305,2972.111588889735,5.0,0.7694148268839378,1,3.4686703076457923,0.8255255255255256,1984.8929874415498
2021-02-22,21269.1239611204,12432.416132134613,2286.702517491977,5.0,0.7802958510707755,2,2.976373143201352,0.826026026026026,2550.005311493811
2021-02-23,21995.93139282163,13045.695821304644,,7.0,0.7909456567567772,4,1.8603883870493396,0.8265265265265266,2294.440241397606
2021-02-24,21160.181908509418,12023.173683369043,,8.0,0.8013610881746766,4,3.798826946729415,0.827027027027027,634.8521207193662
2021-02-25,20942.976991178733,12156.157264846492,1788.878959331333,6.0,0.8115390590073611,2,4.66434758713226,0.8275275275275276,2197.9407670009086
2021-02-26,20539.509319626748,12085.595155003719,2337.7786691861215,9.0,0.8214765533024142,1,3.0271852354132545,0.8280280280280281,-1083.8645045630929
2021-02-27,22804.034306104295,14119.615174018942,3289.7152837560216,8.0,0.8311706263658079,4,3.852047943218516,0.8285285285285285,-1005.2961516706682
2021-02-28,22415.079006730746,13580.32806853941,3274.103945024359,3.0,0.8406184056344782,3,2.2454845492639595,0.8290290290290291,3160.646993166978
2021-03-01,21600.79270497814,13057.270578670656,2262.7612852138295,6.0,0.8498170915275278,3,3.865770450954011,0.8295295295295295,1480.7608410936537
2021-03-02,22191.341391364535,13740.253815902706,1893.3381294202286,6.0,0.8587639582758029,3,3.1852941618042743,0.8300300300300301,1757.7494460416
2021-03-03,17035.882806767477,10152.843789860788,856.8366499545207,8.0,0.8674563547295969,2,2.8900656395176685,0.8305305305305306,-373.7976330478323
2021-03-04,22334.62455565493,13596.0071583574,1195.7988204003236,3.0,0.8758917051442429,4,2.8917090870270954,0.831031031031031,5142.818576897205
2021-03-05,17968.549445281285,10729.518790702523,1684.223583931403,12.0,0.8840675099433636,5,3.185110734373592,0.8315315315315316,-4045.192929352641
2021-03-06,21679.2001820862,13140.201283951532,2368.5038986669897,8.0,0.8919813464595485,2,3.805946652554028,0.832032032032032,-229.5050005323228
2021-03-07,21015.290700785084,12317.795091665259,2138.87901333022,7.0,0.8996308696522433,3,2.450269439043586,0.8325325325325326,958.6165957896055
2021-03-08,19646.336052487204,10568.393052354108,2165.7079299683865,9.0,0.9070138128026359,3,3.182307734745718,0.8330330330330331,-287.7649298352899
2021-03-09,24225.38940287634,14468.094060632651,1335.7194023861284,12.0,0.9141279881853337,3,3.466822577600682,0.8335335335335335,-1178.4240601424408
2021-03-10,21303.62383417313,13493.548368553847,1488.4900083407279,9.0,0.9209712877166346,2,2.6207686203745126,0.8340340340340341,-878.4145427214462
2021-03-11,21753.25203661653,13515.058923090714,1660.4955257093388,9.0,0.9275416835791966,4,4.937332161340014,0.8345345345345345,-622.3024121835224
2021-03-12,22001.228283537712,13683.435712418213,1227.87152739752,7.0,0.9338372288229252,3,2.817203615950927,0.8350350350350351,1489.921043721979
2021-03-13,23760.55366282814,14874.397558599992,3095.126290208791,7.0,0.9398560579418954,3,2.9644504690932076,0.8355355355355356,191.02981401935722
2021-03-14,21932.370176592856,13203.750901436431,1052.963702161387,6.0,0.9455963874271426,3,2.7173536401420018,0.836036036036036,2875.655572995038
2021-03-15,21203.419160276833,12820.709349868897,1712.180428554238,6.0,0.9510565162951535,2,4.938784069710494,0.8365365365365366,1870.5293818536975
2021-03-16,21304.34566271167,12473.781449909824,1421.4506699095837,6.0,0.9562348265919056,1,3.9423241828795854,0.837037037037037,2609.1135428922607
2021-03-17,21851.327531426163,12952.760090842172,2949.336758107896,5.0,0.9611297838723007,4,2.750726395005086,0.8375375375375376,1949.2306824760944
2021-03-18,19697.04968463054,12126.115385663894,1970.500586180974,7.0,0.9657399376548549,2,4.384985247087975,0.8380380380380381,0.4337127856715597
2021-03-19,21107.892222812035,13266.677552271629,1325.251878145316,4.0,0.9700639218515071,4,3.6605589554311027,0.8385385385385385,3315.96279239509
2021-03-20,24339.942765790223,14534.242521633634,2535.759680884483,8.0,0.9741004551724205,3,3.7058027368892015,0.8390390390390391,869.9405632721064
2021-03-21,21725.929613113603,12810.463135442456,3171.6037775896248,7.0,0.9778483415056568,3,3.2244182329980378,0.8395395395395395,143.86270008152223
2021-03-22,21366.32482005415,12820.058871460787,3157.4284703060616,8.0,0.9813064702716093,3,2.9004672104344214,0.8400400400400401,-1011.1625217127003
2021-03-23,21850.360086123168,13410.819426138458,1873.035926010441,6.0,0.9844738167520922,3,3.7702128792436813,0.8405405405405406,1766.5047339742687
2021-03-24,22811.06013529825,12964.708673112178,2744.9609987036397,14.0,0.9873494423939864,2,3.0639302160035276,0.841041041041041,-4098.60953651757
2021-03-25,24833.466449147567,13751.98939291992,3609.202741493399,10.0,0.989932495087353,3,4.953404503660083,0.8415415415415416,-527.7256852657529
2021-03-26,22079.95210146375,12972.70283613246,2798.2392821884023,5.0,0.9922222094179323,4,2.4845671158055165,0.842042042042042,2309.009983142889
2021-03-27,22417.501747792023,12840.144835718133,2102.237854682431,8.0,0.994217906893952,4,4.728925418283956,0.8425425425425426,1075.1190573914591
2021-03-28,24470.709068856166,14428.355342490044,2542.93983122793,6.0,0.995918996147179,2,3.4109449209617595,0.8430430430430431,2699.413895138192
2021-03-29,22832.378764811205,13625.537099477986,2419.8145284498714,6.0,0.9973249731081555,3,3.739268587216885,0.8435435435435436,1987.0271368833473
2021-03-30,21416.16811495524,12623.076664461636,,5.0,0.9984354211555643,2,4.166526213303547,0.8440440440440441,1825.9303424695245
2021-03-31,22361.086453829514,14142.88563953308,2378.9868869825627,9.0,0.9992500112396835,2,2.995800563996451,0.8445445445445446,-1360.786072686129
2021-04-01,22230.826917558268,13501.86853283612,2157.7320287950065,6.0,0.9997685019798909,1,4.191398707758909,0.8450450450450451,1771.2263559271414
2021-04-02,22994.330132145395,13946.83525909265,2076.04256007351,10.0,0.9999907397361901,4,1.333964915695058,0.8455455455455456,-1028.547687020765
2021-04-03,22818.84110560709,14002.408235385954,2900.6422161822575,10.0,0.9999166586547379,2,2.9240083734224487,0.846046046046046,-2084.2093459611206
2021-04-04,22117.73125679811,12701.22219518848,2982.0913772396752,11.0,0.9995462806873573,2,2.7607497541271475,0.8465465465465466,-2365.5823156300457
2021-04-05,23099.230057390057,14379.093928144168,940.0799058264246,6.0,0.9988797155850336,2,2.4971951901025906,0.8470470470470471,2980.056223419465
2021-04-06,21033.195985258943,12582.035447887634,2536.481839818858,9.0,0.9979171608653922,2,3.328036129536839,0.8475475475475476,-1285.32130244755
2021-04-07,22690.171057733653,13949.342943260797,2341.2272964642975,9.0,0.9966589017541702,3,3.808599974545356,0.8480480480480481,-800.3991819914427
2021-04-08,19556.218483607205,11197.802473644246,2790.5453034178295,7.0,0.9951053111006976,1,4.062127998799444,0.8485485485485486,-32.129293454871004
2021-04-09,23731.726198543307,13462.156336117952,1551.3013639821302,6.0,0.9932568492674143,2,3.6927014057603262,0.8490490490490491,3918.2684984432235
2021-04-10,22692.792586514624,14024.62038092129,1946.1511483506777,11.0,0.9911140639934547,3,2.9674452280851624,0.8495495495495496,-2077.9789427573423
2021-04-11,22732.15274324757,13827.4964089973,3259.652302219015,8.0,0.9886775902323405,3,3.7952131502601336,0.8500500500500501,-754.9959679687445
2021-04-12,17692.360539804085,10164.390546703697,1583.8793473435514,9.0,0.9859481499638304,4,3.5994285558806807,0.8505505505505506,-1255.9093542431629
2021-04-13,25236.599529319054,14707.128176954084,3600.1920888333466,6.0,0.9829265519799822,3,4.2488449343488135,0.851051051051051,2129.2792635316237
2021-04-14,21531.078260769857,13481.364348669298,2293.473791333395,6.0,0.9796136916454901,2,4.121549362345213,0.8515515515515516,956.2401207671628
2021-04-15,23918.73476512803,13756.534912643154,2185.6058396802905,7.0,0.9760105506323683,4,3.524381131136503,0.8520520520520521,2376.594012804584
2021-04-16,21151.20785612199,13512.061190301174,1137.6074255495896,8.0,0.9721181966290613,2,2.7821975950709943,0.8525525525525526,101.53924027122594
2021-04-17,24817.408413119956,14440.134680548039,2545.0968266090913,6.0,0.9679377830240642,3,2.977639875334335,0.8530530530530531,3032.176905962826
2021-04-18,20949.450050696934,12888.86599322235,2029.2616213290032,8.0,0.9634705485641488,3,3.0601685122895734,0.8535535535535536,-368.67756385441953
2021-04-19,21660.05383600991,12831.723063731451,1586.0968127161013,5.0,0.9587178169872964,2,3.2477869328669953,0.8540540540540541,3242.233959562356
2021-04-20,25200.06081560611,15421.630204904837,2158.6059111134227,6.0,0.9536809966304457,3,3.7144403420718026,0.8545545545545546,2819.82469958785
2021-04-21,20565.5857081938,12067.294423859184,1170.2004086416632,10.0,0.9483615800121715,4,4.072139512102447,0.8550550550550551,-671.909124307047
2021-04-22,22688.77719513703,13531.869864046072,3468.098132405516,10.0,0.9427611433904207,5,3.4591050455876977,0.8555555555555556,-2311.1908013145567
2021-04-23,23733.499372441816,14260.55921116295,3311.895424413298,8.0,0.9368813462954315,3,3.512899830320378,0.8560560560560561,-238.95526313443224
2021-04-24,25089.87189864466,14552.829411296058,2206.9150862312426,6.0,0.9307239310379795,3,3.614645044000003,0.8565565565565566,3530.127401117359
2021-04-25,22442.209350067344,13835.737782750468,3257.456445009041,6.0,0.9242907221930933,2,3.087275749494128,0.8570570570570571,549.0151223078346
2021-04-26,23153.04186735602,13635.21833717782,1675.5309990785986,8.0,0.9175836260593937,2,2.759686193885635,0.8575575575575576,1442.2925310996015
2021-04-27,25934.79347800149,15446.576129130885,3521.63955446551,10.0,0.9106046300942162,3,2.095649682151432,0.8580580580580581,-1033.422205594903
2021-04-28,21328.33642096769,12299.827165276358,2687.65666686468,10.0,0.9033558023246845,3,2.943880513538502,0.8585585585585586,-1659.1474111733469
2021-04-29,23557.078347542847,12853.080179128054,3805.7646533297216,8.0,0.895839290734909,5,3.8785163626142296,0.8590590590590591,498.2335150850722
2021-04-30,24509.367655716986,14610.106712130106,1784.3188608496712,6.0,0.8880573226294932,3,2.937670849568346,0.8595595595595596,3314.9420827372087
2021-05-01,24612.832750673704,15974.007361210679,3334.331122726806,9.0,0.8800122039735357,3,3.309754370059248,0.8600600600600601,-1895.5057332637807
2021-05-02,23363.85014632844,14410.612231746076,1568.4727135535477,7.0,0.8717063187093218,3,3.8731450299298533,0.8605605605605606,1784.7652010288175
2021-05-03,24379.4668756521,14618.04993552406,3208.770545827897,8.0,0.8631421280499114,4,3.916551597138135,0.8610610610610611,152.64639430014086
2021-05-04,19450.702013643655,11538.97579358206,1088.218992063122,11.0,0.854322169749827,4,2.6363737182671687,0.8615615615615616,-1976.4927720015266
2021-05-05,25193.11788328879,15127.103676379296,3082.974667557563,10.0,0.8452490573530633,3,4.297647485162913,0.8620620620620622,-1016.9604606480698
2021-05-06,22292.374601127613,13648.984318264173,2331.3317379439095,9.0,0.8359254794186372,3,4.401880071484388,0.8625625625625626,-887.9414550804695
2021-05-07,21906.352499691493,12553.405092160474,2152.8696877583006,6.0,0.8263541987239096,4,2.596120114225152,0.8630630630630631,2400.0777197727184
2021-05-08,20644.941975406273,12944.1260325782,1253.2331273358664,9.0,0.8165380514459161,1,2.8409305042870767,0.8635635635635636,-752.4171845077944
2021-05-09,22196.74720493725,13675.738980682974,3166.837596419465,11.0,0.8064799463209448,4,4.452872546516954,0.8640640640640641,-3445.829372165188
2021-05-10,22286.71949131792,13731.124557644718,1682.629954502883,8.0,0.7961828637826158,3,3.3825171829957594,0.8645645645645647,472.96497917031775
2021-05-11,21420.27646538047,13071.403748633145,2689.847201393766,12.0,0.7856498550787147,3,1.7241776420385193,0.8650650650650651,-3940.974484646442
2021-05-12,22848.219471134707,13718.74001152782,1633.3616118525874,12.0,0.7748840413670407,3,2.380254796213851,0.8655655655655656,-2103.8821522457
2021-05-13,23712.239620828565,14563.774390480548,2470.741905065784,12.0,0.7638886127905428,4,3.300504299862015,0.8660660660660661,-2922.2766747177684
2021-05-14,23181.039743239002,14204.530912814089,2493.0701279057457,10.0,0.7526668275320085,1,2.5695658797723184,0.8665665665665666,-1516.5612974808328
2021-05-15,20999.769570100652,12422.84138658988,1822.1570923048282,10.0,0.7412220108485958,4,3.169260983490847,0.8670670670670672,-1245.2289087940562
2021-05-16,24766.64283059792,14573.184811910302,1151.686956969351,12.0,0.7295575540864875,3,3.525916970946863,0.8675675675675676,-558.2289382817326
2021-05-17,23216.539746451763,13980.851995502051,1478.8843093196479,10.0,0.717676913675962,3,4.669803683227784,0.8680680680680681,-243.1965583699366
2021-05-18,19937.609814571424,12737.075964490448,1729.6451703438827,8.0,0.705583610107178,2,3.2676368670177687,0.8685685685685686,-929.1113202629067
2021-05-19,23560.69149326539,13516.861358132282,,8.0,0.6932812268869777,3,4.358033439658207,0.8690690690690691,393.49305916036883
2021-05-20,22057.335836698177,12500.638869142686,3222.28265755534,10.0,0.6807734094770161,3,4.643008129629417,0.8695695695695697,-1665.585689999848
2021-05-21,21701.776247245878,13103.446168965784,913.8500461282088,7.0,0.6680638642135335,3,4.647447735481661,0.8700700700700701,2084.480032151885
2021-05-22,25050.719470996606,15055.875533525972,2288.9658605954555,9.0,0.6551563572090853,4,3.7278036747084546,0.8705705705705706,505.8780768751785
2021-05-23,20405.08416150191,12329.72132908635,1426.2654760520616,11.0,0.6420547132365637,3,1.9293686817288205,0.8710710710710711,-2150.902643636502
2021-05-24,22226.364214824665,13457.79512784905,1606.6066703343377,5.0,0.6287628145958344,5,3.8686598923230924,0.8715715715715716,3161.9624166412787
2021-05-25,21812.170316880933,12975.701062811157,2800.211766837471,12.0,0.6152845999633276,3,4.338719910250833,0.8720720720720722,-3563.7425127676943
2021-05-26,22485.73109050085,14236.37037360155,2707.192165586785,12.0,0.6016240632249226,4,3.435146315651666,0.8725725725725726,-4057.831448687486
2021-05-27,19175.428603878197,10704.80517308866,1289.3933663809435,8.0,0.5877852522924732,2,4.895667096060199,0.8730730730730731,781.2300644085935
2021-05-28,18564.93524941417,10724.71263725838,1478.812374783225,11.0,0.5737722679043246,3,4.187866849173966,0.8735735735735736,-2438.5897626274345
2021-05-29,24562.152708635578,14685.664245106822,1661.1904521831639,9.0,0.5595892624101765,3,3.9546187017222274,0.8740740740740741,1015.2980113455924
2021-05-30,20690.9551198191,11592.978666314377,2362.3000527911877,12.0,0.545240438540651,3,4.36910456896467,0.8745745745745747,-2864.3235992864647
2021-05-31,20407.59800268014,12156.631599392049,2904.6574880840735,11.0,0.5307300481619334,4,3.7666958810087023,0.8750750750750751,-3453.6910847959816
2021-06-01,18711.37668635568,12057.561094677416,957.2616515633836,7.0,0.5160623910158528,1,1.505751600483717,0.8755755755755756,96.5539401148817
2021-06-02,20131.39317167041,12089.279147150226,1586.3074479819247,11.0,0.5012418134457758,1,3.1006888388237073,0.8760760760760762,-2344.19342346174
2021-06-03,19804.13053308777,11997.828772712004,3079.082736191794,9.0,0.48627270710868997,4,4.457734421798283,0.8765765765765766,-2472.7809758160292
2021-06-04,24269.11740002325,13931.388057427659,3282.809451931847,10.0,0.4711595076738638,2,2.8539269279213633,0.8770770770770772,-945.080109336257
2021-06-05,22483.136752290407,13181.701347354507,1350.5195106388123,8.0,0.4559066935084588,4,3.3212219958104487,0.8775775775775776,1550.915894297088
2021-06-06,21968.136630386893,12993.283788070166,1085.9487467495028,13.0,0.440518784350495,3,2.664130948877543,0.8780780780780781,-2511.0959044327765
2021-06-07,25232.921264854755,14980.895210534734,1635.0852866528762,12.0,0.42500033996955416,4,4.927138076161415,0.8785785785785787,-983.0592323328565
2021-06-08,21961.88752338635,13817.954411533694,2519.8855873213083,8.0,0.4093559588156213,2,4.8451939659344125,0.8790790790790791,-775.9524754686518
2021-06-09,21446.994869841757,13147.042452267615,2043.4475563170536,7.0,0.39359027665646673,2,2.7929048838874166,0.8795795795795797,656.504861257089
2021-06-10,16846.51222936192,9552.178359148636,806.5969680645385,9.0,0.3777079652039649,3,3.617838400311267,0.8800800800800801,-712.2630978512543
2021-06-11,25407.478990325635,15367.739783411384,2368.5620190241907,11.0,0.36171373072976765,5,2.955604761788762,0.8805805805805806,-1128.8228121099392
2021-06-12,20149.624971343,12338.885857054192,1184.843732403859,10.0,0.3456123126707335,3,3.9919557112251027,0.8810810810810812,-1374.1046181150505
2021-06-13,18147.86575584117,11458.793972765334,2086.0208044223505,12.0,0.3294084822245304,3,3.907746461793863,0.8815815815815816,-4996.949021346516
2021-06-14,23542.175972515695,14915.575926793603,2553.747362223669,12.0,0.3131070409358269,3,4.149364457290613,0.8820820820820822,-3527.147316501576
2021-06-15,25192.304121190893,14607.8353768006,1532.186554077939,12.0,0.29671281927349075,5,3.76553475816631,0.8825825825825826,-547.7178096876451
2021-06-16,23901.07570768534,13935.216669006035,2427.084392268398,11.0,0.28023067519921585,4,5.0,0.8830830830830831,-1261.2253535890923
2021-06-17,23494.63488472606,13467.992001378327,1925.6611816647846,7.0,0.26366549272800704,5,2.677660987991409,0.8835835835835837,2500.9817016829484
2021-06-18,21791.241915492792,12957.735219742184,3183.7108722778153,10.0,0.24702218048093552,1,2.131517316450789,0.8840840840840841,-2350.204176527208
2021-06-19,21736.419785744678,13275.031058669974,2197.8634701828355,12.0,0.23030567023061221,2,3.185527839438831,0.8845845845845847,-3336.4747431081323
2021-06-20,21449.7264696815,13363.50314010345,1997.9169708413588,10.0,0.21352091543979612,3,2.245609387551786,0.8850850850850851,-1911.6936412633095
2021-06-21,20755.55397375884,12415.356872434042,2566.1822142104215,11.0,0.19667288979357647,4,2.3060301839952055,0.8855855855855856,-3025.9851128856226
2021-06-22,21044.330455983625,12466.674511962752,1404.0637428931793,10.0,0.1797665857255624,2,2.6989482766416266,0.8860860860860862,-826.4077988723066
2021-06-23,21091.87735124401,12731.005406870776,3528.9449329142913,8.0,0.16280701293851715,2,2.762248875654698,0.8865865865865866,-1568.0729885410583
2021-06-24,19966.241785362065,11562.173620402225,1761.283535267929,10.0,0.1457991969198751,4,2.736305518439952,0.8870870870870872,-1357.2153703080894
2021-06-25,21079.430968738856,13692.4279420907,2443.715092319678,11.0,0.12874817745258132,1,3.9145751603563292,0.8875875875875876,-3856.7120656715233
2021-06-26,18272.409780040798,10159.61535446545,823.561784461098,9.0,0.11165900712169512,3,3.0950487511317313,0.8880880880880881,89.23264111425033
2021-06-27,21779.408551465807,13160.015420327347,2125.9719692784483,10.0,0.09453674981719912,3,3.356388340102016,0.8885885885885887,-1506.578838139988
2021-06-28,19032.041804878143,12431.028192541704,2629.0928559553063,8.0,0.07738647923346301,3,4.215386219600748,0.8890890890890891,-2428.079243618867
2021-06-29,21209.899698053923,12729.339741112353,2202.3732326351956,13.0,0.06021327736579302,4,2.886941980174859,0.8895895895895897,-4121.813275693626
2021-06-30,21421.964326478337,12758.159078386256,2156.215166014836,10.0,0.04302223300453059,3,3.288363281036222,0.8900900900900901,-1492.4099179227542
2021-07-01,22016.26924160181,13031.038833555873,1985.748570082831,13.0,0.02581844022713308,3,3.7926079888743325,0.8905905905905906,-3400.518162036893
2021-07-02,21097.1324517712,12568.083630181514,2659.9778702746503,14.0,0.008606996888688698,3,1.946745759503823,0.8910910910910912,-5330.929048684966
2021-07-03,18568.970600658282,11827.806597733235,2325.421698998469,10.0,-0.008606996888688009,3,1.592075592839534,0.8915915915915916,-3584.2576960734223
2021-07-04,18837.910824780993,10196.815539203842,1225.8040784910954,9.0,-0.02581844022713239,3,3.776893863038178,0.8920920920920922,215.29120708605478
2021-07-05,22445.883070835,14234.246693149162,2158.4998229240837,6.0,-0.04302223300453034,2,3.893611424453519,0.8925925925925926,1253.1365547617543
2021-07-06,19330.8257838606,10886.516894091288,1725.5689614295793,8.0,-0.060213277365792774,1,5.0,0.8930930930930931,318.7399283397335
2021-07-07,19993.248327799196,11862.62283206231,2797.9246858590386,8.0,-0.07738647923346322,2,3.626475900693448,0.8935935935935937,-1067.299190122153
2021-07-08,20498.66755926514,12084.578325409753,1348.020620649204,13.0,-0.09453674981719933,2,4.155791773806476,0.8940940940940941,-3333.9313867938163
2021-07-09,17649.277165239422,10883.842934029013,1689.277595777435,11.0,-0.11165900712169444,3,3.343621885131221,0.8945945945945947,-3723.8433645670257
2021-07-10,20077.269427870244,11247.299480780272,2685.0453878986727,11.0,-0.12874817745258066,4,3.737781777268069,0.8950950950950951,-2655.0754408087005
2021-07-11,18923.359878998526,11585.102260440088,728.3365406619984,6.0,-0.14579919691987442,4,4.833805473399627,0.8955955955955957,1809.9210778964398
